mes,termino,impact_score
2024-05,satin,4.982723387668545
2024-05,sequins,19.4033397106238
2024-05,shirt,0.3
2024-05,silk,44.8295058790078
2024-05,silver,1.0
2024-05,skirt,29.98746927420082
2024-05,slip dress,10.715763793467985
2024-05,streetwear,23.74899576553634
2024-05,striped,0.3
2024-05,suede,1.0
2024-05,sunglasses,0.3
2024-05,sweater,0.3
2024-05,t-shirt,0.3
2024-05,trench coat,6.045098040014257
2024-05,turquoise,1.0
2024-05,velvet,2.230448921378274
2024-05,vintage,4.868056361823042
2024-05,white,4.70823996531185
2024-05,y2k,0.3
2024-05,yellow,11.070588240085542
2024-06,athleisure,3.9
2024-06,bermuda shorts,0.6
2024-06,blazer,6.0
2024-06,blouse,46.885034737792516
2024-06,blue,13.08518350805278
2024-06,bodysuit,5.5417040232842885
2024-06,bohemian,0.3
2024-06,bomber jacket,2.6999999999999997
2024-06,cardigan,0.6
2024-06,cargo pants,0.6
2024-06,casual,6.0
2024-06,chiffon,6.0
2024-06,coat,14.432457292184726
2024-06,denim,7.5
2024-06,dress,234.40228105370994
2024-06,faux leather,0.6
2024-06,floral,2.8129133566428557
2024-06,gorpcore,0.3
2024-06,gray,6.0
2024-06,green,7.823213313282667
2024-06,grunge,18.0
2024-06,jacket,4.9
2024-06,jeans,0.6
2024-06,lace,20.361727836017593
2024-06,leather,0.6
2024-06,linen,9.646158569862113
2024-06,magenta,9.8490339314571
2024-06,maxi dress,62.88650923350864
2024-06,mini skirt,1.5
2024-06,navy,1.3
2024-06,pants,0.6
2024-06,pink,0.6
2024-06,plaid,0.6
2024-06,preppy,6.9
2024-06,red,93.8272614155614
2024-06,satin,6.87030938543588
2024-06,sequins,10.69845549501979
2024-06,shirt,12.917033339298781
2024-06,silk,25.67760695272049
2024-06,skirt,37.39322620273927
2024-06,slip dress,9.812556034926432
2024-06,streetwear,2.6999999999999997
2024-06,suede,6.0
2024-06,t-shirt,2.2020599913279626
2024-06,trench coat,5.018513939877888
2024-06,velvet,2.5440680443502757
2024-06,vintage,0.3
2024-06,white,12.0
2024-06,y2k,6.3
2024-07,athleisure,8.402059991327963
2024-07,bermuda shorts,1.2
2024-07,blouse,58.53948619259859
2024-07,blue,8.0
2024-07,bodysuit,0.8999999999999999
2024-07,bomber jacket,1.7999999999999998
2024-07,brown,2.3781512503836435
2024-07,cargo pants,1.9010299956639813
2024-07,casual,8.1
2024-07,coat,3.879181246047625
2024-07,coquette,5.0
2024-07,cotton,6.237543738142875
2024-07,crop top,1.2
2024-07,denim,2.5010299956639814
2024-07,dress,97.5862099653956
2024-07,faux leather,0.6
2024-07,floral,25.516362403420963
2024-07,gray,1.7781512503836436
2024-07,green,12.860241193038442
2024-07,heels,0.3
2024-07,jacket,9.780211241711607
2024-07,jeans,1.5
2024-07,lace,10.40823996531185
2024-07,leather,0.8999999999999999
2024-07,linen,4.642422680822206
2024-07,maxi dress,43.903514359673984
2024-07,mini skirt,1.2
2024-07,minimalist,0.3
2024-07,mohair,1.0
2024-07,pants,8.406179973983887
2024-07,pink,3.079181246047625
2024-07,preppy,0.8999999999999999
2024-07,red,36.99830061817205
2024-07,sandals,0.3
2024-07,satin,16.237878134748836
2024-07,sequins,17.22502699157416
2024-07,shirt,9.459392487759231
2024-07,silk,33.05120150601505
2024-07,skirt,18.25627627820372
2024-07,slip dress,2.9
2024-07,streetwear,38.83035998138906
2024-07,striped,0.6
2024-07,sunglasses,0.3
2024-07,sweater,1.7999999999999998
2024-07,t-shirt,2.0
2024-07,trench coat,0.8999999999999999
2024-07,vintage,0.3
2024-07,white,4.504119982655925
2024-08,athleisure,22.8313351948826
2024-08,avant-garde,6.904576688766112
2024-08,beige,4.0
2024-08,bermuda shorts,2.4
2024-08,black,2.5440680443502757
2024-08,blouse,80.10531282439703
2024-08,blue,20.761025568956928
2024-08,bodysuit,80.0
2024-08,bohemian,3.1522883443830563
2024-08,bomber jacket,2.554242509439325
2024-08,burgundy,1.5
2024-08,camel,8.0
2024-08,cargo pants,5.883707984390332
2024-08,casual,17.604576688766112
2024-08,coat,4.0
2024-08,coquette,1.2
2024-08,corset,8.0
2024-08,cotton,24.079181246047625
2024-08,crop top,0.8999999999999999
2024-08,denim,0.3
2024-08,dress,195.76702523602302
2024-08,faux leather,0.6
2024-08,floral,20.689762591863794
2024-08,green,16.846426626565336
2024-08,grunge,1.3
2024-08,handbag,4.091361693834273
2024-08,hoodie,0.6
2024-08,jacket,7.692193003268981
2024-08,jeans,49.9
2024-08,lace,35.70926996097583
2024-08,leather,1.9
2024-08,linen,6.6776069527204935
2024-08,loafers,1.2
2024-08,maxi dress,72.27847970149699
2024-08,mesh,6.2837079843903325
2024-08,mini skirt,2.3
2024-08,minimalist,3.8129133566428557
2024-08,mint,14.0
2024-08,mohair,1.0
2024-08,pants,9.083707984390331
2024-08,pink,3.280211241711606
2024-08,plaid,1.5
2024-08,preppy,2.2
2024-08,quiet luxury,5.883707984390332
2024-08,red,75.68981921100735
2024-08,sandals,2.4
2024-08,satin,13.34226413439983
2024-08,sequins,8.52014277597015
2024-08,shirt,17.45453625072505
2024-08,silk,15.564667957629899
2024-08,silver,3.0
2024-08,skirt,33.75953789326368
2024-08,slip dress,13.314156905768606
2024-08,sneakers,2.380211241711606
2024-08,streetwear,14.332499586094663
2024-08,striped,0.3
2024-08,sunglasses,3.483707984390332
2024-08,sweater,14.231905256033828
2024-08,t-shirt,4.867415968780664
2024-08,trench coat,1.7999999999999998
2024-08,velvet,2.5440680443502757
2024-08,vintage,9.905606684430094
2024-08,white,7.804119982655925
2024-08,y2k,0.3
2024-09,animal print,7.1931805832035645
2024-09,athleisure,164.87415883426823
2024-09,avant-garde,91.5353734695665
2024-09,beige,5.134504321143394
2024-09,bermuda shorts,4.594055524126484
2024-09,black,32.97349573544165
2024-09,blazer,1.2
2024-09,blouse,86.98867557511828
2024-09,blue,14.280751807976799
2024-09,bodysuit,9.9
2024-09,bohemian,20.961630165857514
2024-09,bomber jacket,77.03591149946182
2024-09,brown,18.69753610001109
2024-09,burgundy,7.117781387611444
2024-09,camel,3.122471989593555
2024-09,cardigan,0.3
2024-09,cargo pants,13.697223426941324
2024-09,casual,31.032134476512635
2024-09,coat,131.0356164569045
2024-09,cobalt blue,0.3
2024-09,coquette,2.4
2024-09,corduroy,0.3
2024-09,corset,9.6
2024-09,crop top,5.1
2024-09,denim,6.807823522094728
2024-09,dress,217.89891934482148
2024-09,faux leather,35.315745294240244
2024-09,floral,11.415364127971506
2024-09,gorpcore,2.4
2024-09,gray,18.560165724268952
2024-09,green,6.006179973983888
2024-09,grunge,12.08886691141386
2024-09,handbag,4.894055524126484
2024-09,heels,19.986324422527236
2024-09,hoodie,52.7791703004728
2024-09,jacket,165.3631634571749
2024-09,jeans,24.231294088378917
2024-09,lace,2.2
2024-09,lavender,3.206517429522861
2024-09,leather,42.43956178521491
2024-09,linen,14.704299670671487
2024-09,magenta,16.977920980366353
2024-09,maxi dress,90.49217292225802
2024-09,mesh,25.17422022745439
2024-09,mini skirt,47.19843901378573
2024-09,minimalist,4.0
2024-09,mint,4.140298929983233
2024-09,navy,6.5402989299832335
2024-09,pants,37.457987720446894
2024-09,periwinkle,8.183768477508906
2024-09,pink,25.634019426807576
2024-09,plaid,4.334073403221112
2024-09,polka dot,5.690326893275039
2024-09,preppy,20.07443147994459
2024-09,quiet luxury,4.1542425094393245
2024-09,red,158.15867013037985
2024-09,sandals,5.7432494522910655
2024-09,satin,0.3
2024-09,shirt,30.506969206580816
2024-09,silk,9.129871700176073
2024-09,silver,3.5563025007672873
2024-09,skirt,172.53366004893795
2024-09,slip dress,8.399999999999999
2024-09,sneakers,2.0999999999999996
2024-09,streetwear,97.25045063339881
2024-09,striped,3.206517429522861
2024-09,suede,11.016051216011844
2024-09,sunglasses,94.5100529446967
2024-09,sweater,29.87282889087536
2024-09,t-shirt,6.558102155367541
2024-09,trench coat,58.345972387405844
2024-09,velvet,7.331494256285264
2024-09,vintage,33.4773930999046
2024-09,white,22.555467987573305
2024-09,wool,7.113090785629333
2024-09,y2k,15.54747886019418
2024-09,yellow,7.206179973983888
2024-10,animal print,22.424956689330482
2024-10,athleisure,162.02387604795047
2024-10,avant-garde,76.10869931998158
2024-10,beige,2.2
2024-10,bermuda shorts,17.814117648017106
2024-10,black,21.79022637022566
2024-10,blazer,4.4
2024-10,blouse,73.40961190043113
2024-10,blue,14.762276223724445
2024-10,bodysuit,16.67280709516497
2024-10,bohemian,9.328989419116416
2024-10,bomber jacket,43.090512348431794
2024-10,brown,22.329273686066543
2024-10,burgundy,6.0
2024-10,camel,15.392723993276533
2024-10,cargo pants,30.9
2024-10,casual,13.540905663120029
2024-10,chiffon,2.7345043211433944
2024-10,coat,76.48440811366473
2024-10,coquette,19.839090796180642
2024-10,corduroy,1.9010299956639813
2024-10,corset,8.461220865103797
2024-10,crop top,6.414117648017108
2024-10,denim,6.361235994796777
2024-10,dress,264.24601917429584
2024-10,faux leather,49.723264864168435
2024-10,floral,23.037613959334234
2024-10,gray,1.2
2024-10,green,4.214117648017108
2024-10,grunge,5.509277528431799
2024-10,handbag,7.818212305533726
2024-10,heels,18.230817527628552
2024-10,hoodie,9.8
2024-10,jacket,105.66531759044871
2024-10,lace,5.301029995663981
2024-10,leather,64.06454841055638
2024-10,linen,17.171008581453705
2024-10,loafers,1.2
2024-10,magenta,4.683855016530412
2024-10,maxi dress,90.67586444978747
2024-10,mesh,2.0
2024-10,mini skirt,53.12255065790918
2024-10,minimalist,9.452564933041158
2024-10,navy,14.100686945760858
2024-10,olive,2.2141176480171083
2024-10,pants,95.45505602081289
2024-10,periwinkle,12.33904865708391
2024-10,pink,21.031217760836295
2024-10,plaid,4.7611921423594845
2024-10,polka dot,2.3450910113271894
2024-10,preppy,14.711639704440554
2024-10,quiet luxury,12.938587937212326
2024-10,red,150.50694663613103
2024-10,sandals,15.398463075790112
2024-10,satin,5.771617760304913
2024-10,sequins,6.74165771605451
2024-10,shirt,62.92902202165159
2024-10,silk,9.219563149049288
2024-10,silver,3.5563025007672873
2024-10,skirt,162.86846759127965
2024-10,slip dress,26.716453780043874
2024-10,sneakers,5.2
2024-10,streetwear,116.46582969717348
2024-10,suede,5.619563149049287
2024-10,sunglasses,120.87739045500958
2024-10,sweater,18.559706993476368
2024-10,t-shirt,9.893976303031359
2024-10,trench coat,29.4767256764265
2024-10,velvet,7.525512732584923
2024-10,vintage,25.989668221439178
2024-10,white,17.87611146720544
2024-10,y2k,2.5010299956639814
2024-10,yellow,2.2141176480171083
2024-11,animal print,4.22938377768521
2024-11,athleisure,131.62295703886426
2024-11,avant-garde,60.17752952662075
2024-11,beige,2.0
2024-11,bermuda shorts,0.6
2024-11,black,33.81004600455018
2024-11,blazer,10.0
2024-11,blouse,57.399444301554645
2024-11,blue,4.901029995663981
2024-11,bodysuit,5.271515509999613
2024-11,bohemian,6.077528010406445
2024-11,bomber jacket,29.44820900721208
2024-11,boots,4.0
2024-11,brown,11.018555056863597
2024-11,burgundy,4.309277528431799
2024-11,camel,9.122471989593555
2024-11,cardigan,0.3
2024-11,cargo pants,55.288579627102386
2024-11,casual,18.753318340047038
2024-11,cherry red,4.0
2024-11,coat,109.24030086198859
2024-11,corduroy,4.383855016530412
2024-11,cotton,1.3010299956639813
2024-11,crop top,1.9989700043360188
2024-11,denim,10.3
2024-11,dress,178.68209381888215
2024-11,faux leather,23.384406816356815
2024-11,floral,2.6
2024-11,green,6.3
2024-11,grunge,2.2
2024-11,handbag,3.0
2024-11,heels,13.00710316083924
2024-11,hoodie,5.2051499783199064
2024-11,jacket,93.20506529580624
2024-11,jeans,14.210299956639812
2024-11,khaki,4.0
2024-11,lace,13.906911788091655
2024-11,lavender,4.206517429522862
2024-11,leather,24.584406816356815
2024-11,linen,17.39713058389757
2024-11,magenta,12.326290957447911
2024-11,maxi dress,65.40496932946083
2024-11,mesh,52.948440454908784
2024-11,mini skirt,26.651164176502448
2024-11,minimalist,8.608611049198313
2024-11,navy,5.581842068880394
2024-11,pants,159.69111294287862
2024-11,periwinkle,2.2
2024-11,pink,10.728989419116417
2024-11,plaid,3.109277528431799
2024-11,preppy,20.040005807498126
2024-11,quiet luxury,7.513205833039381
2024-11,red,151.69669867678863
2024-11,sandals,1.2
2024-11,satin,6.507217537103836
2024-11,shirt,43.54184522523556
2024-11,silk,8.993132544962211
2024-11,skirt,130.6249388779745
2024-11,slip dress,1.7999999999999998
2024-11,sneakers,13.301029995663981
2024-11,streetwear,85.48051383558999
2024-11,striped,1.5
2024-11,suede,2.522471989593555
2024-11,sunglasses,52.844468119757025
2024-11,sweater,26.41029995663981
2024-11,t-shirt,11.343294547967588
2024-11,trench coat,42.15827780958157
2024-11,turquoise,3.986663153680703
2024-11,velvet,3.109277528431799
2024-11,vintage,9.181672122068266
2024-11,white,15.534235574448902
2024-11,wool,1.3010299956639813
2024-11,y2k,9.412506980107855
2024-11,yellow,5.486663153680703
2024-12,animal print,10.173933398303525
2024-12,athleisure,119.71759651529537
2024-12,avant-garde,55.76210098613007
2024-12,beige,11.087428778815443
2024-12,black,56.501459351862835
2024-12,blazer,4.0
2024-12,blouse,56.60232706829953
2024-12,blue,19.112605001534575
2024-12,bodysuit,4.0
2024-12,bohemian,4.001344501381117
2024-12,bomber jacket,48.25045113358945
2024-12,boots,2.0
2024-12,brown,28.604063598076383
2024-12,burgundy,0.6
2024-12,camel,22.380069981028598
2024-12,cargo pants,15.899999999999999
2024-12,casual,45.7185497610727
2024-12,coat,107.4399839044377
2024-12,corduroy,1.5
2024-12,corset,16.0
2024-12,crop top,2.0
2024-12,denim,12.994055524126484
2024-12,dress,212.47640515574997
2024-12,faux leather,42.79563275306462
2024-12,floral,10.496946778605954
2024-12,green,7.483707984390332
2024-12,handbag,4.1
2024-12,heels,45.065229509627606
2024-12,hoodie,5.767563000920744
2024-12,jacket,123.590558221382
2024-12,jeans,12.12151001846289
2024-12,lace,35.888774270932494
2024-12,leather,74.1506805505867
2024-12,linen,7.8781512503836435
2024-12,magenta,9.37389000704471
2024-12,maxi dress,58.10284027350394
2024-12,mesh,47.31133034118159
2024-12,mini skirt,74.37105015684175
2024-12,minimalist,20.970657053304066
2024-12,navy,16.3092775284318
2024-12,pants,36.45505602081289
2024-12,pink,17.26934525212947
2024-12,plaid,2.3
2024-12,preppy,41.02516255163489
2024-12,quiet luxury,4.431363764158987
2024-12,red,257.25637730433846
2024-12,sandals,16.880446885313017
2024-12,satin,8.3
2024-12,sequins,6.0
2024-12,shirt,24.205365034993303
2024-12,silk,23.320459502021254
2024-12,silver,15.556302500767288
2024-12,skirt,180.44756456219315
2024-12,slip dress,0.6
2024-12,streetwear,63.259900811609555
2024-12,sunglasses,164.89225066683107
2024-12,sweater,15.138764005203223
2024-12,t-shirt,2.877528010406445
2024-12,trench coat,51.00888932273169
2024-12,turquoise,3.122471989593555
2024-12,velvet,15.170660555368656
2024-12,vintage,40.91811425343005
2024-12,white,52.09548434777528
2024-12,wool,6.869622992248707
2024-12,y2k,11.821167474824097
2024-12,yellow,12.976698144195003
2025-01,animal print,3.0
2025-01,athleisure,43.7
2025-01,avant-garde,4.677121254719662
2025-01,beige,3.0
2025-01,bermuda shorts,0.8999999999999999
2025-01,black,16.3
2025-01,blazer,6.0
2025-01,blouse,18.48124123737559
2025-01,blue,6.8061799739838875
2025-01,bodysuit,3.6
2025-01,bomber jacket,22.1
2025-01,boots,8.0
2025-01,brown,2.9
2025-01,burgundy,0.3
2025-01,camel,2.0
2025-01,camouflage,1.6020599913279625
2025-01,cardigan,1.6020599913279625
2025-01,cargo pants,18.50205999132796
2025-01,casual,6.2
2025-01,coat,42.1
2025-01,cobalt blue,3.204119982655925
2025-01,coquette,1.9020599913279626
2025-01,corduroy,1.0
2025-01,crop top,4.554242509439325
2025-01,denim,10.0
2025-01,dress,47.302059991327965
2025-01,faux leather,13.202059991327962
2025-01,gray,2.0
2025-01,green,5.0
2025-01,handbag,16.612359947967775
2025-01,heels,8.9
2025-01,hoodie,0.3
2025-01,jacket,45.3
2025-01,jeans,16.3
2025-01,lace,38.0
2025-01,leather,18.104119982655924
2025-01,leopard print,2.0
2025-01,linen,3.0
2025-01,magenta,1.3
2025-01,maxi dress,6.4
2025-01,mini skirt,3.1
2025-01,mohair,0.3
2025-01,navy,0.3
2025-01,olive,2.0
2025-01,pants,25.802059991327962
2025-01,periwinkle,3.204119982655925
2025-01,pink,11.0
2025-01,plaid,0.3
2025-01,preppy,4.577121254719662
2025-01,red,93.0
2025-01,sandals,1.0
2025-01,satin,2.0
2025-01,shirt,24.668907502301863
2025-01,silk,2.4771212547196626
2025-01,skirt,19.8
2025-01,slip dress,1.9020599913279626
2025-01,sneakers,7.9
2025-01,streetwear,26.508485018878652
2025-01,sunglasses,8.0
2025-01,sweater,11.2
2025-01,t-shirt,11.556302500767288
2025-01,trench coat,20.6
2025-01,vintage,14.979697566075274
2025-01,white,13.3
2025-01,y2k,2.0
2025-01,yellow,7.0
2025-02,athleisure,6.301029995663981
2025-02,avant-garde,2.0
2025-02,bermuda shorts,0.3
2025-02,black,59.0
2025-02,blouse,4.077121254719662
2025-02,blue,6.0
2025-02,bodysuit,0.6
2025-02,bohemian,2.1760912590556813
2025-02,bomber jacket,1.2
2025-02,boots,6.0
2025-02,brown,15.0
2025-02,burgundy,2.1760912590556813
2025-02,cargo pants,2.2
2025-02,casual,6.0
2025-02,coat,2.5
2025-02,corduroy,0.3
2025-02,crop top,0.6
2025-02,dress,23.7
2025-02,faux leather,1.0
2025-02,heels,1.0
2025-02,hoodie,2.0
2025-02,jacket,9.1
2025-02,jeans,2.6
2025-02,lace,26.0
2025-02,leather,5.0
2025-02,magenta,1.0
2025-02,maxi dress,6.2
2025-02,mini skirt,4.2
2025-02,minimalist,2.3
2025-02,mint,1.0
2025-02,mohair,0.6
2025-02,navy,1.0
2025-02,olive,4.0
2025-02,pants,4.2
2025-02,pink,11.0
2025-02,plaid,0.3
2025-02,preppy,3.601029995663981
2025-02,red,115.0
2025-02,sandals,1.0
2025-02,satin,1.0
2025-02,silk,1.0
2025-02,silver,2.0
2025-02,skirt,7.0
2025-02,slip dress,0.8999999999999999
2025-02,sneakers,4.0
2025-02,streetwear,1.6
2025-02,striped,1.0
2025-02,sunglasses,4.0
2025-02,sweater,3.9
2025-02,trench coat,0.3
2025-02,vintage,4.176091259055681
2025-02,white,25.30102999566398
2025-02,wool,4.0
2025-02,y2k,3.0
2025-03,animal print,10.9
2025-03,athleisure,23.885899849092226
2025-03,avant-garde,2.0
2025-03,beige,10.837543738142875
2025-03,bermuda shorts,0.8999999999999999
2025-03,blazer,4.0
2025-03,blouse,17.324447370005032
2025-03,blue,1.0
2025-03,bodysuit,0.6
2025-03,bohemian,2.0
2025-03,bomber jacket,15.348356110949352
2025-03,brown,1.0
2025-03,burgundy,2.1760912590556813
2025-03,camel,4.0
2025-03,cargo pants,2.4
2025-03,casual,1.9
2025-03,coat,24.58815991029055
2025-03,coquette,7.322833992404172
2025-03,cotton,1.0
2025-03,crop top,1.7999999999999998
2025-03,denim,2.9
2025-03,dress,10.922833992404172
2025-03,faux leather,17.616994298720858
2025-03,green,1.0
2025-03,grunge,0.3
2025-03,handbag,2.341392685158225
2025-03,heels,17.02484923085597
2025-03,hoodie,0.6
2025-03,jacket,26.813926851582252
2025-03,jeans,11.4
2025-03,lace,4.0
2025-03,leather,19.696175544768483
2025-03,leopard print,0.3
2025-03,linen,3.1760912590556813
2025-03,maxi dress,1.6
2025-03,mini skirt,7.322833992404172
2025-03,minimalist,0.3
2025-03,mint,31.187718690714377
2025-03,pants,2.4
2025-03,periwinkle,1.0
2025-03,polka dot,2.0
2025-03,preppy,4.079181246047625
2025-03,quiet luxury,15.645667984808345
2025-03,red,27.395906230238126
2025-03,sandals,13.560377730547048
2025-03,satin,8.079181246047625
2025-03,shirt,3.6
2025-03,silk,7.322833992404172
2025-03,skirt,18.245667984808346
2025-03,slip dress,1.0
2025-03,sneakers,7.322833992404172
2025-03,streetwear,7.841392685158225
2025-03,sweater,0.6
2025-03,trench coat,8.922833992404172
2025-03,vintage,22.6
2025-03,white,10.079181246047625
2025-04,animal print,3.6989700043360187
2025-04,athleisure,42.84784369478269
2025-04,avant-garde,11.24448267215017
2025-04,beige,14.321629908943605
2025-04,bermuda shorts,1.3
2025-04,black,13.079181246047625
2025-04,blazer,12.051279103983342
2025-04,blouse,73.10777894628389
2025-04,blue,2.0
2025-04,bodysuit,5.777121254719662
2025-04,bohemian,1.0
2025-04,bomber jacket,11.403089986991944
2025-04,brown,2.0
2025-04,burgundy,1.0
2025-04,camouflage,0.3
2025-04,cardigan,2.0
2025-04,cargo pants,10.703089986991944
2025-04,casual,10.243452676486188
2025-04,cherry red,1.0
2025-04,coat,40.16903408383782
2025-04,coquette,4.997940008672037
2025-04,corduroy,0.3
2025-04,corset,4.3
2025-04,cotton,2.0
2025-04,crop top,1.6
2025-04,denim,13.801815168581438
2025-04,dress,113.66787773745816
2025-04,faux leather,4.5
2025-04,green,4.3
2025-04,grunge,3.9030899869919438
2025-04,handbag,4.554242509439325
2025-04,heels,1.0
2025-04,hoodie,1.9030899869919435
2025-04,jacket,44.77006407950181
2025-04,jeans,17.006179973983887
2025-04,lace,8.0
2025-04,leather,9.5
2025-04,linen,12.805149978319907
2025-04,maxi dress,23.725968963092555
2025-04,mini skirt,18.549877704036877
2025-04,minimalist,1.9020599913279626
2025-04,navy,3.0
2025-04,pants,16.004119982655926
2025-04,plaid,2.0
2025-04,preppy,10.455399086639266
2025-04,quiet luxury,6.998970004336019
2025-04,red,63.892300384859084
2025-04,sandals,3.0
2025-04,satin,1.0
2025-04,shirt,41.209862275294306
2025-04,silk,9.255272505103306
2025-04,silver,2.0
2025-04,skirt,37.62572414034603
2025-04,slip dress,11.678151250383644
2025-04,sneakers,11.903089986991944
2025-04,streetwear,21.31853992195166
2025-04,striped,2.0
2025-04,suede,4.0
2025-04,sweater,14.086391215695494
2025-04,t-shirt,21.933989856911378
2025-04,trench coat,14.958362492095251
2025-04,vintage,28.94325981788721
2025-04,white,9.301029995663981
2025-04,y2k,5.341392685158225
2025-04,yellow,0.3
2025-05,animal print,13.077147467613711
2025-05,athleisure,30.68624590242596
2025-05,avant-garde,4.078151250383644
2025-05,beige,14.416479930623698
2025-05,bermuda shorts,6.1
2025-05,black,4.556302500767288
2025-05,blouse,65.72666320045907
2025-05,blue,3.204119982655925
2025-05,bodysuit,1.9020599913279626
2025-05,bohemian,1.7781512503836436
2025-05,bomber jacket,13.2
2025-05,brown,1.3
2025-05,burgundy,1.7781512503836436
2025-05,cargo pants,10.8
2025-05,casual,6.686490725172482
2025-05,cherry red,1.7781512503836436
2025-05,coat,26.692256071356475
2025-05,corduroy,7.2901960800285135
2025-05,cotton,1.0
2025-05,crop top,15.110299956639812
2025-05,denim,4.797940008672038
2025-05,dress,46.20955036636411
2025-05,faux leather,12.120844966846425
2025-05,floral,1.7781512503836436
2025-05,gray,1.0
2025-05,green,12.258733037212814
2025-05,handbag,40.53762237682502
2025-05,heels,3.0413926851582254
2025-05,hoodie,2.201029995663981
2025-05,jacket,29.302059991327962
2025-05,jeans,9.2481880270062
2025-05,lace,32.050446219032345
2025-05,lavender,4.544068044350276
2025-05,leather,22.294902447468193
2025-05,leopard print,2.8573324964312685
2025-05,linen,25.77973270951061
2025-05,magenta,0.3
2025-05,maxi dress,17.018105859692977
2025-05,mini skirt,9.28058178682917
2025-05,minimalist,10.40500466505037
2025-05,pants,12.401029995663981
2025-05,periwinkle,2.6979400086720373
2025-05,plaid,4.544068044350276
2025-05,preppy,2.8
2025-05,quiet luxury,6.532499586094662
2025-05,red,32.82978669183526
2025-05,sandals,2.845098040014257
2025-05,satin,19.176272177401103
2025-05,shirt,52.47882820539739
2025-05,silk,48.2188316938864
2025-05,silver,1.7781512503836436
2025-05,skirt,17.08711264065155
2025-05,slip dress,9.27759762610892
2025-05,sneakers,0.6
2025-05,streetwear,17.507209969647867
2025-05,striped,0.6
2025-05,sweater,9.48330122870355
2025-05,t-shirt,11.107209969647869
2025-05,trench coat,9.8
2025-05,vintage,5.714664992862537
2025-05,white,7.6020599913279625
2025-05,wool,0.3
2025-05,y2k,0.3
2025-05,yellow,4.243038048686294
2025-06,animal print,6.556302500767288
2025-06,athleisure,76.81720129777233
2025-06,avant-garde,98.81570973274926
2025-06,beige,6.072756449317212
2025-06,bermuda shorts,3.0
2025-06,black,47.48900658547723
2025-06,blouse,72.98554006065147
2025-06,blue,13.547353250875272
2025-06,bodysuit,4.501029995663981
2025-06,bohemian,1.4771212547196624
2025-06,bomber jacket,29.954198498986763
2025-06,boots,12.343233268219347
2025-06,brown,82.65441785975848
2025-06,camel,10.343233268219347
2025-06,cardigan,2.204119982655925
2025-06,cargo pants,26.422650441106597
2025-06,casual,8.108548551240405
2025-06,coat,12.982125919770032
2025-06,coquette,0.3
2025-06,corduroy,2.204119982655925
2025-06,corset,0.3
2025-06,cotton,0.3
2025-06,crop top,4.330448921378274
2025-06,denim,25.60498047631658
2025-06,dress,53.24539356743866
2025-06,faux leather,7.337027879755775
2025-06,floral,3.379181246047625
2025-06,gray,11.07941717288725
2025-06,green,6.204119982655925
2025-06,grunge,4.477121254719663
2025-06,handbag,2.9
2025-06,heels,15.71244912562949
2025-06,hoodie,11.243233268219347
2025-06,jacket,78.83104743908012
2025-06,jeans,11.604119982655925
2025-06,lace,84.235337383098
2025-06,lavender,1.4771212547196624
2025-06,leather,10.155541819633662
2025-06,leopard print,4.0
2025-06,linen,11.334453751150932
2025-06,loafers,1.7781512503836436
2025-06,magenta,12.82035452293901
2025-06,maxi dress,13.863611979892145
2025-06,mini skirt,9.398725181589494
2025-06,minimalist,9.685606273598312
2025-06,navy,19.24092845414486
2025-06,olive,2.0
2025-06,pants,32.267748481120854
2025-06,periwinkle,1.4771212547196624
2025-06,pink,11.44715803134222
2025-06,plaid,0.3
2025-06,polka dot,4.3
2025-06,preppy,7.59563519459755
2025-06,quiet luxury,6.698970004336019
2025-06,red,94.05250322919518
2025-06,sandals,4.556302500767288
2025-06,satin,2.5185139398778875
2025-06,shirt,54.09797260397947
2025-06,silk,14.12138451860299
2025-06,skirt,16.776876431973136
2025-06,slip dress,6.103089986991944
2025-06,sneakers,57.14323199497833
2025-06,streetwear,132.86801853206384
2025-06,striped,4.281241237375587
2025-06,suede,2.2020599913279626
2025-06,sunglasses,0.3
2025-06,sweater,25.128830415090484
2025-06,t-shirt,24.57368218959762
2025-06,trench coat,9.537027879755776
2025-06,velvet,48.74500140574886
2025-06,vintage,44.352965019791505
2025-06,white,20.810545010206614
2025-06,y2k,23.277531143465193
2025-06,yellow,14.343233268219347
2025-07,animal print,4.903089986991944
2025-07,athleisure,29.467116594683983
2025-07,avant-garde,1.2
2025-07,beige,4.6020599913279625
2025-07,bermuda shorts,3.3
2025-07,black,11.292256071356476
2025-07,blazer,4.0
2025-07,blouse,42.99026637560489
2025-07,blue,15.213389943631757
2025-07,bodysuit,3.261727836017593
2025-07,bomber jacket,5.5
2025-07,brown,15.370367016105558
2025-07,burgundy,2.1760912590556813
2025-07,cargo pants,11.904119982655924
2025-07,casual,6.3781512503836435
2025-07,coat,13.155272505103307
2025-07,cobalt blue,0.3
2025-07,coquette,1.9010299956639813
2025-07,corduroy,1.0
2025-07,cotton,8.6
2025-07,crop top,3.9
2025-07,denim,5.9
2025-07,dress,62.340449143794544
2025-07,faux leather,17.934678752178684
2025-07,floral,4.0
2025-07,gray,2.2
2025-07,green,22.628054936494294
2025-07,grunge,0.3
2025-07,handbag,15.009269960975832
2025-07,heels,30.02039888135175
2025-07,hoodie,1.7999999999999998
2025-07,jacket,16.355272505103308
